IDTransacao,Data,IDCliente,Genero,Idade,CategoriaProduto,Quantidade,PrecoPorUnidade,ValorTotal,Mes,EhFimDeSemana,FaixaEtaria
274,2023-02-13,CLIENTE0685,Feminino,30,Vestuário,1,252,243.31,2,0,Adulto
275,2023-01-11,CLIENTE1597,Masculino,67,Vestuário,1,476.32,485.18,1,0,Senior
276,2023-05-14,CLIENTE1943,Feminino,31,Vestuário,5,190.55,956.18,5,1,Adulto
277,2023-09-14,CLIENTE1226,Feminino,19,Vestuário,4,591.63,2376.1,9,0,Jovem
278,2023-09-28,CLIENTE0464,Feminino,62,Vestuário,4,379.58,1518.27,9,0,Senior
279,2023-08-02,CLIENTE1470,Feminino,34,Vestuário,4,491.72,1974.35,8,0,Adulto
280,2023-09-11,CLIENTE1469,Feminino,50,Eletrônicos,1,195.2,188.62,9,0,MeiaIdade
281,2023-08-13,CLIENTE0591,Feminino,20,Vestuário,3,150.88,453.65,8,1,Jovem
282,2023-08-28,CLIENTE0124,Feminino,68,Eletrônicos,1,87.4,84.83,8,0,Senior
283,2023-01-27,CLIENTE0314,Feminino,27,Beleza,1,37.81,37.99,1,0,Adulto
284,2023-02-10,CLIENTE1535,Masculino,52,Beleza,2,41.93,91.38,2,0,MeiaIdade
285,2023-06-12,CLIENTE0013,Feminino,51,Vestuário,5,127.7,642.78,6,0,MeiaIdade
286,2023-06-17,CLIENTE0325,Feminino,38,Vestuário,5,239.14,1199.57,6,1,Adulto
287,2023-01-24,CLIENTE1394,Feminino,21,Beleza,1,137.82,139.17,1,0,Jovem
288,2023-11-24,CLIENTE1554,Feminino,36,Beleza,2,123.04,238.12,11,0,Adulto
289,2023-06-01,CLIENTE0087,Feminino,24,Vestuário,2,31.96,66.19,6,0,Jovem
290,2023-01-27,CLIENTE0209,Feminino,19,Beleza,2,114.23,233.01,1,0,Jovem
291,2023-05-07,CLIENTE0530,Masculino,25,Eletrônicos,2,40.1,85.91,5,1,Jovem
292,2023-04-18,CLIENTE1300,Masculino,35,Beleza,4,110.28,432.5,4,0,Adulto
293,2023-10-17,CLIENTE1061,Feminino,36,Eletrônicos,2,314.14,635.15,10,0,Adulto
294,2023-09-25,CLIENTE1544,Feminino,47,Vestuário,1,106.43,110.76,9,0,MeiaIdade
295,2023-11-21,CLIENTE0384,Feminino,25,Beleza,3,127.51,388.62,11,0,Jovem
296,2023-12-05,CLIENTE0351,Feminino,30,Vestuário,4,308.67,1238.37,12,0,Adulto
297,2023-01-29,CLIENTE0772,Masculino,26,Beleza,2,29.88,52.48,1,1,Adulto
298,2023-09-04,CLIENTE0723,Masculino,22,Beleza,2,116.02,228.13,9,0,Jovem
299,2023-10-25,CLIENTE1431,Feminino,66,Beleza,3,93.98,286.94,10,0,Senior
300,2023-05-06,CLIENTE0667,Feminino,22,Vestuário,2,596.85,1200.74,5,1,Jovem
301,2023-03-09,CLIENTE1187,Feminino,53,Vestuário,2,275.65,541.74,3,0,MeiaIdade
302,2023-02-21,CLIENTE0282,Feminino,55,Beleza,4,147.29,589.02,2,0,MeiaIdade
303,2023-06-27,CLIENTE1512,Feminino,39,Beleza,1,104.9,104.34,6,0,Adulto
304,2023-12-28,CLIENTE1074,Feminino,18,Beleza,2,81.94,165.2,12,0,Jovem
305,2023-07-27,CLIENTE1157,Masculino,65,Beleza,3,27.65,73.18,7,0,Senior
306,2023-03-12,CLIENTE0250,Masculino,61,Vestuário,2,470.29,944.98,3,1,Senior
307,2023-07-11,CLIENTE0340,Feminino,49,Vestuário,1,217.15,221.8,7,0,MeiaIdade
308,2023-03-03,CLIENTE1624,Feminino,25,Eletrônicos,2,309.1,612.89,3,0,Jovem
309,2023-12-07,CLIENTE1589,Feminino,19,Vestuário,1,123.78,125.03,12,0,Jovem
310,2023-02-20,CLIENTE0146,Feminino,40,Beleza,1,58.96,56.69,2,0,Adulto
311,2023-05-27,CLIENTE0266,Feminino,22,Beleza,5,112.91,572.38,5,1,Jovem
312,2023-12-25,CLIENTE1429,Masculino,39,Vestuário,2,547.06,1096.49,12,0,Adulto
313,2023-05-25,CLIENTE1379,Feminino,33,Vestuário,2,155.22,300.63,5,0,Adulto
314,2023-07-29,CLIENTE0779,Feminino,36,Beleza,5,53.83,268.68,7,1,Adulto
315,2023-05-22,CLIENTE1870,Feminino,49,Beleza,3,23.37,71.05,5,0,MeiaIdade
316,2023-04-20,CLIENTE0410,Masculino,55,Vestuário,3,426.13,1280.67,4,0,MeiaIdade
317,2023-08-26,CLIENTE0810,Feminino,68,Beleza,1,40.86,44.6,8,1,Senior
318,2023-02-26,CLIENTE0209,Masculino,44,Beleza,2,94.08,187.85,2,1,Adulto
319,2023-09-24,CLIENTE1956,Masculino,21,Vestuário,1,412.19,404.88,9,1,Jovem
320,2023-10-03,CLIENTE0685,Masculino,60,Eletrônicos,5,103.69,514.32,10,0,MeiaIdade
321,2023-08-23,CLIENTE0615,Feminino,52,Vestuário,1,288.98,289.36,8,0,MeiaIdade
322,2023-01-08,CLIENTE0087,Feminino,69,Vestuário,2,204.84,400.1,1,1,Senior
323,2023-03-01,CLIENTE0877,Feminino,47,Vestuário,2,309.62,612.37,3,0,MeiaIdade
324,2023-10-27,CLIENTE1340,Feminino,30,Vestuário,2,57.62,117.13,10,0,Adulto
325,2023-03-06,CLIENTE0545,Masculino,49,Vestuário,2,587.99,1182.33,3,0,MeiaIdade
326,2023-04-25,CLIENTE1199,Masculino,18,Beleza,1,74.5,79.94,4,0,Jovem
327,2023-08-17,CLIENTE1518,Feminino,27,Vestuário,1,48.7,56.2,8,0,Adulto
328,2023-03-02,CLIENTE0773,Masculino,50,Vestuário,5,46.25,229.51,3,0,MeiaIdade
329,2023-06-20,CLIENTE1841,Masculino,70,Eletrônicos,3,51.9,158.72,6,0,Senior
330,2023-01-14,CLIENTE1777,Masculino,26,Vestuário,1,272.86,282.14,1,1,Adulto
331,2023-01-22,CLIENTE0935,Masculino,62,Beleza,1,26.14,29.38,1,1,Senior
332,2023-04-16,CLIENTE1824,Feminino,47,Beleza,1,69.75,66,4,1,MeiaIdade
333,2023-12-18,CLIENTE0745,Feminino,34,Eletrônicos,1,132.51,133.89,12,0,Adulto
334,2023-11-17,CLIENTE1926,Feminino,38,Beleza,4,21.37,88.48,11,0,Adulto
335,2023-04-19,CLIENTE0364,Masculino,26,Vestuário,2,51.07,100.66,4,0,Adulto
336,2023-10-14,CLIENTE1081,Feminino,37,Vestuário,2,429.77,861.58,10,1,Adulto
337,2023-12-31,CLIENTE1069,Masculino,38,Vestuário,5,402.42,2006.42,12,1,Adulto
338,2023-01-09,CLIENTE1781,Feminino,27,Vestuário,3,187.21,560.1,1,0,Adulto
339,2023-01-20,CLIENTE1958,Masculino,43,Eletrônicos,1,286.7,291.09,1,0,Adulto
340,2023-09-21,CLIENTE0536,Feminino,62,Beleza,2,94.23,191.56,9,0,Senior
341,2023-07-06,CLIENTE1321,Feminino,44,Vestuário,1,373.9,368.63,7,0,Adulto
342,2023-07-21,CLIENTE1567,Feminino,64,Beleza,2,97.86,191.67,7,0,Senior
343,2023-12-12,CLIENTE0880,Masculino,62,Vestuário,2,52.04,98.01,12,0,Senior
344,2023-11-16,CLIENTE1993,Feminino,53,Beleza,3,107.36,324.02,11,0,MeiaIdade
345,2023-11-26,CLIENTE1108,Feminino,43,Vestuário,1,514.06,516.46,11,1,Adulto
346,2023-07-04,CLIENTE0787,Feminino,51,Vestuário,2,71.37,146.1,7,0,MeiaIdade
347,2023-11-21,CLIENTE0556,Masculino,40,Eletrônicos,1,176.06,169.92,11,0,Adulto
348,2023-01-12,CLIENTE0550,Feminino,66,Beleza,1,48.71,38.99,1,0,Senior
349,2023-01-16,CLIENTE0519,Masculino,22,Vestuário,1,183.27,181.57,1,0,Jovem
350,2023-03-18,CLIENTE0690,Masculino,37,Beleza,2,145.04,293.68,3,1,Adulto
351,2023-05-10,CLIENTE1643,Feminino,52,Eletrônicos,3,236.98,720.9,5,0,MeiaIdade
352,2023-06-30,CLIENTE0685,Masculino,33,Beleza,3,58.45,172.37,6,0,Adulto
353,2023-08-23,CLIENTE1984,Feminino,43,Vestuário,2,407.19,817.47,8,0,Adulto
354,2023-02-16,CLIENTE1486,Feminino,50,Beleza,2,93.3,183.53,2,0,MeiaIdade
355,2023-07-11,CLIENTE0403,Masculino,21,Vestuário,2,508.05,1006.29,7,0,Jovem
356,2023-04-04,CLIENTE1425,Feminino,31,Eletrônicos,1,225.48,224.76,4,0,Adulto
357,2023-10-18,CLIENTE0589,Masculino,52,Vestuário,1,240.58,233.22,10,0,MeiaIdade
358,2023-06-22,CLIENTE1105,Masculino,54,Vestuário,2,477.65,957.8,6,0,MeiaIdade
359,2023-06-18,CLIENTE0979,Feminino,24,Beleza,1,31.17,22.69,6,1,Jovem
360,2023-06-26,CLIENTE1943,Feminino,46,Vestuário,1,48.62,50.59,6,0,MeiaIdade
361,2023-07-02,CLIENTE1878,Masculino,22,Vestuário,1,112.79,116.79,7,1,Jovem
362,2023-02-16,CLIENTE1943,Masculino,28,Vestuário,3,505.72,1508.41,2,0,Adulto
363,2023-08-08,CLIENTE1719,Feminino,45,Vestuário,3,184.78,558.11,8,0,Adulto
364,2023-11-01,CLIENTE1910,Masculino,45,Vestuário,3,174,527.89,11,0,Adulto
365,2023-12-18,CLIENTE0097,Masculino,52,Vestuário,1,582.8,575.18,12,0,MeiaIdade
366,2023-12-23,CLIENTE0956,Masculino,62,Eletrônicos,3,28.29,81.67,12,1,Senior
367,2023-10-19,CLIENTE1085,Masculino,59,Beleza,1,22.67,25.63,10,0,MeiaIdade
368,2023-09-02,CLIENTE1840,Masculino,33,Vestuário,3,588.2,1765.71,9,1,Adulto
369,2023-03-27,CLIENTE0642,Feminino,60,Eletrônicos,2,106.94,205.4,3,0,MeiaIdade
370,2023-06-11,CLIENTE1977,Feminino,63,Vestuário,1,78.31,85.53,6,1,Senior
371,2023-02-08,CLIENTE0117,Feminino,66,Eletrônicos,1,293.08,291.98,2,0,Senior
372,2023-01-26,CLIENTE1291,Feminino,29,Beleza,5,64.75,330.54,1,0,Adulto
373,2023-05-14,CLIENTE1557,Masculino,55,Vestuário,1,73.38,80.75,5,1,MeiaIdade
374,2023-06-13,CLIENTE0857,Feminino,42,Eletrônicos,4,29.58,118.66,6,0,Adulto
375,2023-11-28,CLIENTE0612,Masculino,48,Eletrônicos,3,265.76,803.75,11,0,MeiaIdade
376,2023-07-03,CLIENTE0585,Masculino,56,Beleza,3,50.3,145.37,7,0,MeiaIdade
377,2023-12-27,CLIENTE0414,Feminino,65,Eletrônicos,4,332.18,1323.19,12,0,Senior
378,2023-09-23,CLIENTE0031,Feminino,51,Vestuário,1,313.82,308.12,9,1,MeiaIdade
379,2023-12-13,CLIENTE1176,Feminino,53,Vestuário,2,329.73,669.31,12,0,MeiaIdade
380,2023-03-04,CLIENTE0898,Masculino,21,Vestuário,1,529.87,520.3,3,1,Jovem
381,2023-09-04,CLIENTE0380,Masculino,50,Eletrônicos,2,304.07,606.1,9,0,MeiaIdade
382,2023-08-29,CLIENTE0323,Feminino,54,Beleza,2,55.32,105.62,8,0,MeiaIdade
383,2023-07-05,CLIENTE1192,Feminino,31,Eletrônicos,2,58.89,120.85,7,0,Adulto
384,2023-06-18,CLIENTE1977,Feminino,70,Vestuário,1,99.66,94.02,6,1,Senior
385,2023-10-22,CLIENTE1433,Masculino,52,Vestuário,2,339.14,678.4,10,1,MeiaIdade
386,2023-05-30,CLIENTE0273,Masculino,56,Vestuário,1,251.86,252.34,5,0,MeiaIdade
387,2023-08-29,CLIENTE1971,Feminino,27,Eletrônicos,3,60.78,186.64,8,0,Adulto
388,2023-01-05,CLIENTE0207,Masculino,27,Vestuário,1,227.56,229.75,1,0,Adulto
389,2023-01-10,CLIENTE1665,Feminino,20,Beleza,3,135.21,409.45,1,0,Jovem
390,2023-10-20,CLIENTE0077,Feminino,40,Eletrônicos,2,232.18,455.95,10,0,Adulto
391,2023-09-03,CLIENTE1389,Masculino,61,Beleza,1,114.51,108.11,9,1,Senior
392,2023-03-10,CLIENTE1137,Masculino,43,Vestuário,3,408.14,1218.47,3,0,Adulto
393,2023-01-19,CLIENTE1422,Masculino,68,Beleza,1,62.16,63.14,1,0,Senior
394,2023-08-16,CLIENTE1880,Feminino,68,Vestuário,2,530.53,1052.18,8,0,Senior
395,2023-01-12,CLIENTE1392,Masculino,35,Vestuário,1,474.13,483.19,1,0,Adulto
396,2023-05-19,CLIENTE0217,Feminino,35,Vestuário,5,149.68,746.82,5,0,Adulto
397,2023-01-27,CLIENTE1021,Masculino,54,Eletrônicos,1,292.92,293.46,1,0,MeiaIdade
398,2023-07-09,CLIENTE0463,Masculino,63,Vestuário,2,194.83,386.53,7,1,Senior
399,2023-03-31,CLIENTE1296,Masculino,24,Eletrônicos,4,217.56,875.68,3,0,Jovem
400,2023-10-19,CLIENTE1567,Feminino,27,Beleza,1,50.5,42.02,10,0,Adulto
401,2023-12-01,CLIENTE1896,Feminino,18,Vestuário,4,295.46,1183.61,12,0,Jovem
402,2023-01-12,CLIENTE0723,Feminino,36,Eletrônicos,3,53.31,158.15,1,0,Adulto
403,2023-06-07,CLIENTE0915,Masculino,63,Beleza,1,46.14,46.64,6,0,Senior
404,2023-05-10,CLIENTE0996,Feminino,29,Vestuário,3,271.04,810.95,5,0,Adulto
405,2023-01-28,CLIENTE0749,Masculino,43,Beleza,2,58.48,107.24,1,1,Adulto
406,2023-04-05,CLIENTE1225,Feminino,37,Vestuário,1,475.48,480.82,4,0,Adulto
407,2023-07-18,CLIENTE0619,Masculino,68,Vestuário,2,37.93,77.05,7,0,Senior
408,2023-12-24,CLIENTE1792,Feminino,43,Eletrônicos,1,231.54,237.01,12,1,Adulto
409,2023-10-23,CLIENTE0760,Feminino,56,Vestuário,1,196.59,189.79,10,0,MeiaIdade
410,2023-06-24,CLIENTE0192,Feminino,19,Beleza,1,123.9,122.49,6,1,Jovem
411,2023-01-13,CLIENTE1145,Feminino,57,Beleza,2,73.18,148.32,1,0,MeiaIdade
412,2023-10-14,CLIENTE1461,Masculino,66,Beleza,4,99.02,391.83,10,1,Senior
413,2023-01-15,CLIENTE1531,Feminino,66,Vestuário,3,298.7,897.19,1,1,Senior
414,2023-02-18,CLIENTE1890,Masculino,53,Eletrônicos,2,239.71,471.8,2,1,MeiaIdade
415,2023-10-18,CLIENTE1914,Feminino,69,Vestuário,3,417.59,1253.56,10,0,Senior
416,2023-07-04,CLIENTE1937,Feminino,32,Beleza,1,45.83,47.63,7,0,Adulto
417,2023-08-04,CLIENTE1541,Feminino,56,Vestuário,4,308.79,1239.06,8,0,MeiaIdade
418,2023-10-08,CLIENTE1163,Masculino,44,Beleza,2,139.43,275.17,10,1,Adulto
419,2023-03-18,CLIENTE1782,Feminino,37,Vestuário,3,556.73,1664.65,3,1,Adulto
420,2023-10-12,CLIENTE0582,Feminino,70,Vestuário,4,559.39,2232.02,10,0,Senior
421,2023-03-14,CLIENTE1881,Feminino,62,Beleza,1,45.33,44.78,3,0,Senior
422,2023-04-02,CLIENTE0722,Feminino,22,Vestuário,1,213.71,220.71,4,1,Jovem
423,2023-06-17,CLIENTE1270,Masculino,69,Vestuário,2,205.12,413.38,6,1,Senior
424,2023-07-04,CLIENTE0054,Masculino,56,Eletrônicos,3,336.17,1015.69,7,0,MeiaIdade
425,2023-02-20,CLIENTE0969,Masculino,32,Beleza,1,125.8,126.7,2,0,Adulto
426,2023-09-18,CLIENTE1718,Feminino,55,Beleza,1,84.84,93.06,9,0,MeiaIdade
427,2023-03-26,CLIENTE0738,Feminino,41,Eletrônicos,2,122,251.5,3,1,Adulto
428,2023-07-11,CLIENTE1390,Feminino,51,Beleza,2,30.07,62.49,7,0,MeiaIdade
429,2023-05-29,CLIENTE0283,Masculino,28,Vestuário,2,599.32,1194.88,5,0,Adulto
430,2023-07-12,CLIENTE0733,Feminino,52,Vestuário,3,167.84,500.37,7,0,MeiaIdade
431,2023-11-09,CLIENTE0729,Feminino,38,Eletrônicos,2,145.75,292.03,11,0,Adulto
432,2023-10-29,CLIENTE0237,Masculino,19,Vestuário,5,226.83,1128.58,10,1,Jovem
433,2023-02-17,CLIENTE0289,Feminino,64,Eletrônicos,1,194.32,190.02,2,0,Senior
434,2023-07-03,CLIENTE1428,Feminino,30,Vestuário,1,446.89,445.95,7,0,Adulto
435,2023-08-27,CLIENTE1325,Masculino,54,Beleza,5,91.59,449.44,8,1,MeiaIdade
436,2023-10-02,CLIENTE0925,Feminino,20,Beleza,1,116.74,124.67,10,0,Jovem
437,2023-10-23,CLIENTE1539,Feminino,53,Vestuário,2,491.12,977.16,10,0,MeiaIdade
438,2023-11-25,CLIENTE1389,Feminino,40,Beleza,1,67.48,60.1,11,1,Adulto
439,2023-11-09,CLIENTE0970,Feminino,70,Vestuário,2,396.54,783.3,11,0,Senior
440,2023-02-23,CLIENTE1392,Feminino,56,Vestuário,3,561.26,1683.04,2,0,MeiaIdade
441,2023-06-25,CLIENTE0343,Masculino,65,Vestuário,2,92.83,178.98,6,1,Senior
442,2023-07-30,CLIENTE0326,Masculino,47,Eletrônicos,1,170.36,177.67,7,1,MeiaIdade
443,2023-06-08,CLIENTE0448,Feminino,55,Beleza,1,145.58,151.19,6,0,MeiaIdade
444,2023-11-09,CLIENTE1946,Masculino,50,Beleza,2,62.34,118.25,11,0,MeiaIdade
445,2023-04-02,CLIENTE1555,Feminino,65,Beleza,3,149.74,440.53,4,1,Senior
446,2023-10-07,CLIENTE0389,Feminino,69,Vestuário,1,245.9,255.15,10,1,Senior
447,2023-01-13,CLIENTE1132,Feminino,53,Vestuário,5,111.74,552.51,1,0,MeiaIdade
448,2023-11-24,CLIENTE0033,Masculino,32,Eletrônicos,3,103.18,312.73,11,0,Adulto
449,2023-10-14,CLIENTE1276,Masculino,33,Vestuário,2,204.99,411.86,10,1,Adulto
450,2023-03-17,CLIENTE1026,Feminino,57,Beleza,5,100.97,510.91,3,0,MeiaIdade
451,2023-05-28,CLIENTE1159,Feminino,53,Beleza,4,126.43,499.07,5,1,MeiaIdade
452,2023-11-04,CLIENTE1521,Feminino,34,Vestuário,1,365.72,368.42,11,1,Adulto
453,2023-08-28,CLIENTE1293,Masculino,27,Beleza,3,126.08,379.52,8,0,Adulto
454,2023-04-25,CLIENTE1118,Masculino,61,Beleza,1,148.2,144.79,4,0,Senior
455,2023-12-09,CLIENTE0115,Feminino,53,Vestuário,2,74.96,147.34,12,1,MeiaIdade
456,2023-08-22,CLIENTE1339,Feminino,69,Vestuário,2,413.4,821.62,8,0,Senior
457,2023-08-06,CLIENTE0529,Feminino,25,Eletrônicos,1,221.97,215.06,8,1,Jovem
458,2023-09-16,CLIENTE1766,Masculino,45,Eletrônicos,2,169.66,340.19,9,1,Adulto
459,2023-10-14,CLIENTE0355,Masculino,56,Beleza,1,95.36,93.13,10,1,MeiaIdade
460,2023-09-16,CLIENTE1834,Masculino,24,Vestuário,3,446.23,1340.26,9,1,Jovem
461,2023-04-20,CLIENTE0908,Feminino,46,Vestuário,1,244.43,252.26,4,0,MeiaIdade
462,2023-12-23,CLIENTE0928,Feminino,67,Beleza,1,80.1,71.62,12,1,Senior
463,2023-01-09,CLIENTE0961,Masculino,57,Vestuário,1,543.58,544.47,1,0,MeiaIdade
464,2023-11-20,CLIENTE0289,Feminino,33,Eletrônicos,2,339.67,671.24,11,0,Adulto
465,2023-11-13,CLIENTE0239,Feminino,43,Vestuário,1,508.56,516.08,11,0,Adulto
466,2023-11-02,CLIENTE1652,Masculino,26,Beleza,3,54.59,161.23,11,0,Adulto
467,2023-10-31,CLIENTE0832,Feminino,36,Vestuário,2,45.8,89.1,10,0,Adulto
468,2023-01-14,CLIENTE0759,Feminino,65,Beleza,1,54.92,63.76,1,1,Senior
469,2023-10-27,CLIENTE0751,Feminino,67,Vestuário,1,230.43,235.95,10,0,Senior
470,2023-07-20,CLIENTE1119,Masculino,52,Vestuário,1,421.81,414.91,7,0,MeiaIdade
471,2023-01-22,CLIENTE1009,Feminino,22,Eletrônicos,3,275.54,835.38,1,1,Jovem
472,2023-07-27,CLIENTE0055,Feminino,32,Vestuário,1,504.3,513.82,7,0,Adulto
473,2023-07-26,CLIENTE0616,Masculino,20,Vestuário,2,542.16,1089.36,7,0,Jovem
474,2023-09-21,CLIENTE0186,Masculino,32,Beleza,2,131.87,261.78,9,0,Adulto
475,2023-12-22,CLIENTE0287,Feminino,69,Beleza,1,76.6,82.87,12,0,Senior
476,2023-05-29,CLIENTE1600,Feminino,40,Eletrônicos,5,101.57,511.24,5,0,Adulto
477,2023-08-19,CLIENTE1828,Masculino,31,Vestuário,1,322.1,323.63,8,1,Adulto
478,2023-04-30,CLIENTE0997,Masculino,42,Beleza,2,67.37,124.82,4,1,Adulto
479,2023-10-13,CLIENTE0163,Feminino,58,Beleza,2,41.69,91.21,10,0,MeiaIdade
480,2023-03-19,CLIENTE0122,Masculino,38,Beleza,1,22.23,31.83,3,1,Adulto
481,2023-07-12,CLIENTE1474,Feminino,26,Beleza,1,36.77,30.76,7,0,Adulto
482,2023-11-24,CLIENTE1127,Masculino,42,Vestuário,1,529.88,529.95,11,0,Adulto
483,2023-05-21,CLIENTE0161,Masculino,59,Eletrônicos,2,337.44,677.92,5,1,MeiaIdade
484,2023-06-18,CLIENTE1753,Feminino,36,Vestuário,3,361.1,1078.81,6,1,Adulto
485,2023-06-06,CLIENTE1545,Masculino,48,Vestuário,1,567.45,570.59,6,0,MeiaIdade
486,2023-02-10,CLIENTE0205,Feminino,29,Vestuário,4,398.91,1604.2,2,0,Adulto
487,2023-12-02,CLIENTE1550,Masculino,56,Vestuário,1,347.9,345.84,12,1,MeiaIdade
488,2023-07-05,CLIENTE1410,Feminino,50,Eletrônicos,2,258.11,508.6,7,0,MeiaIdade
489,2023-06-03,CLIENTE0272,Feminino,49,Eletrônicos,1,75.89,74.19,6,1,MeiaIdade
490,2023-07-29,CLIENTE0526,Feminino,43,Beleza,2,128.36,257.77,7,1,Adulto
491,2023-05-20,CLIENTE1590,Masculino,27,Beleza,1,37.27,41.06,5,1,Adulto
492,2023-03-15,CLIENTE1684,Feminino,53,Beleza,1,144.15,144.72,3,0,MeiaIdade
493,2023-10-26,CLIENTE1453,Masculino,50,Vestuário,2,253.32,512.1,10,0,MeiaIdade
494,2023-03-20,CLIENTE0100,Feminino,59,Vestuário,2,83.63,161.84,3,0,MeiaIdade
495,2023-10-29,CLIENTE1337,Feminino,66,Beleza,2,106.09,204.67,10,1,Senior
496,2023-04-10,CLIENTE1658,Feminino,69,Vestuário,1,323.15,324.2,4,0,Senior
497,2023-06-30,CLIENTE0606,Masculino,40,Vestuário,2,399.2,801.39,6,0,Adulto
498,2023-06-08,CLIENTE0087,Feminino,38,Beleza,2,86.62,176.55,6,0,Adulto
499,2023-09-16,CLIENTE0446,Feminino,58,Beleza,1,53,50.96,9,1,MeiaIdade
500,2023-07-01,CLIENTE0994,Feminino,59,Beleza,1,148.55,154.43,7,1,MeiaIdade
501,2023-01-16,CLIENTE0262,Feminino,40,Beleza,4,73.77,304.2,1,0,Adulto
502,2023-11-01,CLIENTE0652,Feminino,50,Beleza,2,97.07,198.17,11,0,MeiaIdade
503,2023-10-15,CLIENTE1241,Feminino,19,Beleza,4,82.34,338.65,10,1,Jovem
504,2023-12-11,CLIENTE0749,Masculino,18,Beleza,2,105.38,205.69,12,0,Jovem
505,2023-03-24,CLIENTE0698,Feminino,55,Vestuário,1,189.33,185.6,3,0,MeiaIdade
506,2023-08-15,CLIENTE0239,Masculino,67,Beleza,2,121.6,239.6,8,0,Senior
507,2023-11-18,CLIENTE1123,Masculino,68,Beleza,1,25.75,33.97,11,1,Senior
508,2023-03-26,CLIENTE1941,Feminino,66,Beleza,1,28.02,27.02,3,1,Senior
509,2023-08-15,CLIENTE1276,Masculino,37,Vestuário,1,449.92,452.86,8,0,Adulto
510,2023-02-13,CLIENTE0238,Feminino,43,Vestuário,2,373.86,750.29,2,0,Adulto
511,2023-03-11,CLIENTE1169,Feminino,47,Vestuário,1,482.96,492.73,3,1,MeiaIdade
512,2023-07-21,CLIENTE1935,Masculino,53,Vestuário,2,262.42,523.35,7,0,MeiaIdade
513,2023-06-30,CLIENTE0461,Feminino,67,Vestuário,1,221.06,219.45,6,0,Senior
514,2023-01-09,CLIENTE1843,Feminino,62,Vestuário,1,260.5,264.08,1,0,Senior
515,2023-03-07,CLIENTE1632,Feminino,29,Vestuário,5,581.73,2905.15,3,0,Adulto
516,2023-11-23,CLIENTE1276,Feminino,63,Vestuário,3,505.66,1524.22,11,0,Senior
517,2023-01-30,CLIENTE0215,Feminino,44,Eletrônicos,1,295.38,300.17,1,0,Adulto
518,2023-11-07,CLIENTE0907,Feminino,34,Eletrônicos,1,67.68,71.69,11,0,Adulto
519,2023-07-13,CLIENTE0045,Feminino,41,Eletrônicos,2,198.77,392.33,7,0,Adulto
520,2023-11-07,CLIENTE0724,Masculino,68,Beleza,3,104.84,308.48,11,0,Senior
521,2023-10-11,CLIENTE0373,Masculino,23,Eletrônicos,2,135.06,270.22,10,0,Jovem
522,2023-06-12,CLIENTE0551,Masculino,39,Vestuário,3,487.73,1454.94,6,0,Adulto
523,2023-10-12,CLIENTE0312,Masculino,37,Eletrônicos,1,328.92,326.24,10,0,Adulto
524,2023-11-02,CLIENTE1880,Feminino,37,Beleza,2,129.93,260.24,11,0,Adulto
525,2023-01-30,CLIENTE1054,Masculino,38,Vestuário,1,319.07,326.79,1,0,Adulto
526,2023-02-07,CLIENTE0496,Masculino,26,Vestuário,1,278.52,277.97,2,0,Adulto
527,2023-02-05,CLIENTE1719,Feminino,41,Vestuário,4,555.1,2216.04,2,1,Adulto
528,2023-10-21,CLIENTE1373,Masculino,51,Eletrônicos,2,220.97,443.16,10,1,MeiaIdade
529,2023-12-30,CLIENTE0833,Feminino,44,Vestuário,1,497.36,497.04,12,1,Adulto
530,2023-07-27,CLIENTE0161,Feminino,58,Eletrônicos,1,215.94,215.4,7,0,MeiaIdade
531,2023-12-23,CLIENTE1449,Masculino,67,Eletrônicos,3,240.39,720.68,12,1,Senior
532,2023-11-03,CLIENTE1693,Feminino,47,Vestuário,1,287.29,285.04,11,0,MeiaIdade
533,2023-09-25,CLIENTE0367,Masculino,23,Vestuário,1,559.97,564.98,9,0,Jovem
534,2023-08-14,CLIENTE0599,Masculino,59,Beleza,2,32.16,58.89,8,0,MeiaIdade
535,2023-02-03,CLIENTE1239,Feminino,30,Vestuário,4,338.44,1356.53,2,0,Adulto
536,2023-02-22,CLIENTE1968,Feminino,38,Vestuário,3,43.13,138.03,2,0,Adulto
537,2023-04-18,CLIENTE1979,Feminino,22,Vestuário,3,123.78,378.43,4,0,Jovem
538,2023-09-11,CLIENTE1462,Masculino,59,Beleza,3,76.05,232.78,9,0,MeiaIdade
539,2023-11-17,CLIENTE0243,Masculino,32,Vestuário,2,502.36,1009.15,11,0,Adulto
540,2023-12-26,CLIENTE0682,Feminino,30,Vestuário,2,238.57,475.37,12,0,Adulto
541,2023-05-11,CLIENTE1645,Masculino,48,Beleza,1,129.9,124.17,5,0,MeiaIdade
542,2023-11-16,CLIENTE0540,Masculino,32,Vestuário,2,586.82,1163.88,11,0,Adulto
543,2023-05-08,CLIENTE0988,Feminino,62,Vestuário,2,77.89,165.46,5,0,Senior
544,2023-11-08,CLIENTE1593,Feminino,61,Beleza,1,136.79,139.88,11,0,Senior
545,2023-05-24,CLIENTE0624,Masculino,27,Beleza,1,52.74,59.35,5,0,Adulto
546,2023-06-24,CLIENTE1822,Masculino,66,Vestuário,2,246.55,485.56,6,1,Senior
547,2023-08-24,CLIENTE0421,Masculino,25,Vestuário,1,297.67,288.24,8,0,Jovem
